"";"MSETrain";"MSEValid"
"1";0,0421401379673888;0,0464785563481318
"2";0,0420299508865928;0,0465555438747654
"3";0,0419650084433377;0,0465929570136132
"4";0,0419183802505472;0,0466078813973959
"5";0,0418845056330116;0,0466109901279598
"6";0,0418594217498822;0,0466082591515083
"7";0,0418405334430329;0,0466029179560674
"8";0,0418259360092523;0,0465966323753456
"9";0,0418145104354033;0,0465902322298521
"10";0,0418053387603548;0,0465840921773539
"11";0,0417979024815659;0,0465783979985621
"12";0,0417917942041828;0,04657320542769
"13";0,0417867149956183;0,0465684958866664
"14";0,0417824479313399;0,0465642569901107
"15";0,0417787734413941;0,0465604206184288
"16";0,0417756227448314;0,0465569960606563
"17";0,041772913833597;0,0465538780410568
"18";0,0417705382454246;0,0465510789450113
"19";0,041768406035996;0,04654852136389
"20";0,0417665939225238;0,0465462083940382
"21";0,0417649220163713;0,0465440812048974
"22";0,0417634114809076;0,0465421614708839
"23";0,0417620808340805;0,0465403996504746
"24";0,0417609300758901;0,0465387740692535
"25";0,0417598507440702;0,0465372816308752
"26";0,0417588401931996;0,0465359068536139
"27";0,0417579513317008;0,0465346373520888
"28";0,0417571180240457;0,0465334483555385
"29";0,0417563534973398;0,0465323429603081
"30";0,0417556524607411;0,0465313304554332
"31";0,0417550281413551;0,0465303736847716
"32";0,0417544382124437;0,04652950051543
"33";0,0417538747377435;0,0465286490205046
"34";0,0417533377172547;0,0465278687415185
"35";0,0417528403780827;0,0465271349077101
"36";0,04175238801107;0,0465264537117698
"37";0,0417519885524797;0,0465257787085199
"38";0,0417516049664163;0,0465251904029351
"39";0,0417512346074584;0,0465245897119696
"40";0,0417508589576584;0,0465240540442529
"41";0,0417505124074907;0,0465235090875006
"42";0,0417501923115343;0,0465230198649617
"43";0,0417499224785793;0,0465225770876005
"44";0,0417496685181511;0,0465221219248586
"45";0,0417493986851961;0,046521707014604
"46";0,0417490997526087;0,0465212921043495
"47";0,0417489039914453;0,0465209019648564
"48";0,0417486685489649;0,0465205520778507
"49";0,0417484331064846;0,0465201898054643
"50";0,0417482690903747;0,0465198554001845
"51";0,041748046875;0,046519542669321
"52";0,0417478749226267;0,0465192392274931
"53";0,0417476791614633;0,0465189450747007
"54";0,0417474966274055;0,0465186664036342
"55";0,0417473379021379;0,0465183846362225
"56";0,041747173886028;0,0465181245432272
"57";0,0417470469058139;0,0465178768356125
"58";0,0417468934713885;0,0465176508024141
"59";0,0417467612003321;0,0465173938057639
"60";0,041746613056749;0,046517192543327
"61";0,0417464702040081;0,0465169634137835
"62";0,0417463670325841;0,0465167621513466
"63";0,0417462506340545;0,0465165639852549
"64";0,041746115717577;0,046516362722818
"65";0,0417460178369953;0,0465161986165232
"66";0,041745927892677;0,0465159973540863
"67";0,0417458114941474;0,0465158146697205
"68";0,0417457268406713;0,0465156691414969
"69";0,0417456130875628;0,0465154926498215
"70";0,041745533724929;0,0465153409289075
"71";0,0417454464260318;0,0465151830153032
"72";0,0417453511908712;0,0465150374870796
"73";0,0417452586011318;0,0465149105369271
"74";0,0417451607205501;0,0465147588160131
"75";0,0417451051667064;0,0465146256731702
"76";0,0417450443220205;0,0465144956266725
"77";0,0417449464414388;0,0465143655801748
"78";0,0417448829513317;0,046514232437332
"79";0,041744848560857;0,0465141240652505
"80";0,041744742744012;0,0465140002114432
"81";0,0417446845447471;0,0465139073210877
"82";0,0417446104729556;0,0465137865636256
"83";0,0417445813733232;0,046513675095199
"84";0,0417444914290049;0,0465135760121531
"85";0,0417444385205823;0,0465134676400717
"86";0,0417443776758964;0,0465133561716451
"87";0,0417443009586837;0,0465132787630156
"88";0,0417442268868921;0,0465131734872793
"89";0,0417441898509963;0,0465130929823046
"90";0,0417441607513639;0,0465130124773298
"91";0,0417440972612569;0,0465129164906291
"92";0,0417440708070456;0,0465128266966188
"93";0,0417440046715174;0,0465127430952989
"94";0,041743954408516;0,0465126718793597
"95";0,0417438962092512;0,0465125851816945
"96";0,0417438671096188;0,0465125108694101
"97";0,0417438247828808;0,0465124396534709
"98";0,0417437745198793;0,0465123591484962
"99";0,0417437401294047;0,0465122848362118
"100";0,0417436898664033;0,0465121981385466
"101";0,0417436581213497;0,0465121516933689
"102";0,0417436263762962;0,0465120742847393
"103";0,0417435761132948;0,0465120092614905
"104";0,0417435496590835;0,046511950430932
"105";0,0417434941052398;0,0465118854076831
"106";0,041743475587292;0,0465118203844343
"107";0,0417434173880272;0,0465117615538758
"108";0,0417434041609215;0,0465117027233173
"109";0,0417433538979201;0,0465116377000685
"110";0,0417433274437088;0,0465115850622004
"111";0,0417432771807074;0,0465115293279871
"112";0,0417432322085482;0,046511476690119
"113";0,041743226917706;0,0465114240522509
"114";0,0417432083997581;0,046511359029002
"115";0,0417431528459144;0,0465113187765146
"116";0,0417431369733877;0,0465112661386465
"117";0,0417431158100186;0,0465112196934688
