"";"MSETrain";"MSEValid"
"1";0,0416605019536329;0,0451036056914887
"2";0,0414893881788532;0,0450684869444215
"3";0,0414828804428799;0,0450339100577615
"4";0,0414763515435376;0,0449997821411529
"5";0,0414697750266151;0,0449660288823115
"6";0,0414629974576868;0,0449325511981915
"7";0,0414559685737515;0,044899219042295
"8";0,0414486090121752;0,0448659426206118
"9";0,0414406939121622;0,0448326073683702
"10";0,041432109520604;0,0447990182158235
"11";0,0414226812397061;0,0447650451164741
"12";0,0414122529896222;0,0447304248809814
"13";0,0414004782201844;0,0446948850309694
"14";0,041387028899173;0,0446580911611582
"15";0,0413715399584724;0,0446196159759125
"16";0,041353416178329;0,0445788340135054
"17";0,0413319221316693;0,0445350238255092
"18";0,0413061795386792;0,0444871202691809
"19";0,04127497150564;0,0444337888197465
"20";0,041236435656078;0,0443730849724311
"21";0,0411883471908252;0,0443023272923061
"22";0,041127267062416;0,0442176917930702
"23";0,0410484837758227;0,0441136484022264
"24";0,0409449896104789;0,0439818679512321
"25";0,0408063245712471;0,0438098071457504
"26";0,0406166372947322;0,0435778382536653
"27";0,0403510237864416;0,0432546943813175
"28";0,0399698688649933;0,0427891372086166
"29";0,0394090448768393;0,0420962308908438
"30";0,0385650232661614;0,0410359556024725
"31";0,0372782375214004;0,039391396881698
"32";0,0353392628790105;0,0368927608836781
"33";0,0325921358910083;0,0334171939205814
"34";0,0292023170672243;0,0293946235210865
"35";0,0258048371038556;0,0257733688726054
"36";0,0230405942411595;0,0231654055706866
"37";0,0210644686271678;0,0215075681735943
"38";0,0197237996221746;0,0204790056525887
"39";0,0188280296061141;0,0197959689350871
"40";0,0182163156517336;0,0192852252489561
"41";0,0177737631513408;0,0188637832542519
"42";0,0174307340391797;0,0184964560843133
"43";0,0171486223620284;0,0181678007175396
"44";0,016906468448295;0,0178699756597544
"45";0,0166925610186488;0,0175982620808985
"46";0,0164999293884193;0,017349370114215
"47";0,0163242152262991;0,0171207793347247
"48";0,0161624768239946;0,0169104167393276
"49";0,0160125700676821;0,016716430713604
"50";0,0158728653779473;0,0165371832909522
"51";0,015742074434701;0,0163712021592376
"52";0,0156190451570424;0,0162171481491683
"53";0,015502887360762;0,0160737982043972
"54";0,0153928431327069;0,0159400593150746
"55";0,0152881281055128;0,0158149421989144
"56";0,0151881814499007;0,0156975179523617
"57";0,015092396041722;0,0155869737848059
"58";0,0150002970278842;0,0154825805069564
"59";0,0149114122007161;0,0153836197667308
"60";0,0148252852250733;0,0152894753914375
"61";0,0147415285467605;0,0151995451419384
"62";0,0146597837112152;0,0151132887059992
"63";0,0145796711005053;0,0150301843494564
"64";0,014500845487174;0,0149497645241874
"65";0,0144230224884499;0,0148715523930339
"66";0,0143458846537978;0,0147951206603608
"67";0,0142691542139992;0,0147200791866748
"68";0,0141925282683353;0,0146460053208586
"69";0,0141157991512473;0,014572558464942
"70";0,0140387353883868;0,0144993840874016
"71";0,0139611015372733;0,0144261864872722
"72";0,0138827719404033;0,0143526606745534
"73";0,0138035693545613;0,0142785542971128
"74";0,0137233919310338;0,014203633580889
"75";0,0136421999885041;0,014127720486034
"76";0,0135599128416276;0,0140506617434613
"77";0,0134765463629311;0,0139723334993635
"78";0,0133921362655999;0,0138926598932836
"79";0,0133067394261883;0,0138115991245617
"80";0,0132204404981722;0,0137291527413703
"81";0,0131333095852115;0,0136453238400546
"82";0,0130454855719155;0,0135601697030006
"83";0,0129570557571813;0,0134737599979747
"84";0,0128681312486963;0,0133861504591905
"85";0,0127787847955415;0,013297430880658
"86";0,012689122214562;0,0132076848636974
"87";0,0125992400636289;0,0131169727870396
"88";0,0125092097691127;0,0130253798001772
"89";0,012419096143831;0,0129329221589225
"90";0,0123289679687331;0,0128396687569556
"91";0,0122388834430837;0,0127455917271701
"92";0,0121489100251218;0,0126507142921547
"93";0,0120591403045866;0,0125550000698535
"94";0,0119696152855057;0,0124584436416626
"95";0,0118804077169601;0,0123609761139015
"96";0,0117916022524258;0,0122625672972047
"97";0,0117032676728522;0,0121631653277905
"98";0,0116154833408731;0,0120627531757602
"99";0,0115283392008068;0,0119612611733474
"100";0,0114419132925766;0,0118587040281915
